"Country","Year","Region","Value.x","Value.y","Value"
"Romania",3,"Europe & Central Asia",9.92083619087074,4.72960415841666,-0.794161598641092
"Romania",4,"Europe & Central Asia",9.87457354237149,4.66729659106549,-0.949485636731796
"Romania",5,"Europe & Central Asia",9.83413747440133,4.66476815472529,-0.96081749725763
"Romania",6,"Europe & Central Asia",9.78695373628018,4.65934102635421,-0.564156079477641
"Romania",7,"Europe & Central Asia",9.73506890091116,4.65370794908733,-0.652216391957981
"Romania",8,"Europe & Central Asia",9.67281573480113,4.61450969045677,-0.706759407979807
"Romania",9,"Europe & Central Asia",9.66396052197139,4.61289765023917,-0.718157343564113
"Russian Federation",1,"Europe & Central Asia",10.1397447429957,4.5209662470098,0.0843135745241825
"Russian Federation",2,"Europe & Central Asia",10.126231023829,4.50825539752466,0.054535532648014
"Russian Federation",3,"Europe & Central Asia",10.1250298224834,4.55220783236984,0.0451071998987647
"Russian Federation",4,"Europe & Central Asia",10.0907966508411,4.5497359634206,0.0428295779753556
"Russian Federation",5,"Europe & Central Asia",10.0870583287305,4.53895454370692,0.0222408289358954
"Russian Federation",6,"Europe & Central Asia",10.0690019910137,4.53627726096914,0.224862073808174
"Russian Federation",7,"Europe & Central Asia",9.89646293759916,4.52784471307927,0.12400364746944
"Russian Federation",8,"Europe & Central Asia",9.88328484521861,4.52121508419541,0.122571552388181
"Russian Federation",9,"Europe & Central Asia",9.83948222256022,4.52109893399646,0.111281949314024
"Saudi Arabia",1,"Middle East & North Africa",10.9286326893224,4.29653738255427,-2.61264911633896
"Saudi Arabia",2,"Middle East & North Africa",10.9257586079475,4.27499287002673,-3.01593498087151
"Saudi Arabia",3,"Middle East & North Africa",10.888744488875,4.65827101515542,-3.09710076794228
"Saudi Arabia",4,"Middle East & North Africa",10.8593835390026,4.60023505320776,-3.15848652485542
"Saudi Arabia",5,"Middle East & North Africa",10.8442757560107,4.50734895895352,-3.1622592244493
"Saudi Arabia",6,"Middle East & North Africa",10.804055323945,4.46464166161231,-0.10491616994956
"Saudi Arabia",7,"Middle East & North Africa",10.7283206739214,4.42377117465526,-0.122913674905415
"Saudi Arabia",8,"Middle East & North Africa",10.7166375254908,4.36784055778729,-0.127833371509885
"Saudi Arabia",9,"Middle East & North Africa",10.6901250761834,4.31708967062479,-0.200819595436091
"Senegal",6,"Sub-Saharan Africa ",7.65917136766606,4.78061641224392,-0.613781625179205
"Senegal",7,"Sub-Saharan Africa ",7.65444322647011,4.7733459983887,-0.998016104434547
"Serbia",1,"Europe & Central Asia",9.52515111181622,4.69822956646091,-0.143754903645138
"Serbia",2,"Europe & Central Asia",9.48872939751637,4.67704385848859,-0.26211829472053
"Serbia",3,"Europe & Central Asia",9.48872939751637,4.82848952340278,-0.296265471315646
"Serbia",4,"Europe & Central Asia",9.48721424571136,4.75933501497566,-0.319971131788849
"Serbia",5,"Europe & Central Asia",9.44699227331519,4.75271181816812,-0.32314346072994
"Serbia",6,"Europe & Central Asia",9.44620269569817,4.74838196688074,-0.341336045787414
"Serbia",7,"Europe & Central Asia",9.37670190919141,4.74483569562501,-0.479860044509111
"Serbia",8,"Europe & Central Asia",9.36220272128543,4.70815140355174,-0.0965329270551472
"Serbia",9,"Europe & Central Asia",9.3578979363338,4.70690459193761,-0.143708720668175
"Seychelles",1,"Sub-Saharan Africa ",10.253439950714,4.67629416931101,-0.898770118156166
"Seychelles",2,"Sub-Saharan Africa ",10.1530782738652,4.61697530991683,-1.05964160677004
"Seychelles",3,"Sub-Saharan Africa ",10.1246291011797,4.75914037382733,-1.19703029275936
"Seychelles",8,"Sub-Saharan Africa ",9.79143804872751,4.70713178987034,-0.855078047706166
"Seychelles",9,"Sub-Saharan Africa ",9.77735727539192,4.69166340872951,-0.887144636143452
"Singapore",1,"East Asia & Pacific",11.3506418019128,4.30338401497285,0.70073333280532
"Singapore",2,"East Asia & Pacific",11.3197047273073,4.2906911042019,0.699223681178542
"Singapore",3,"East Asia & Pacific",11.3182478859667,4.37216347542056,0.696566328605601
"Singapore",4,"East Asia & Pacific",11.2722541967878,4.35205133727832,0.963410930999262
"Singapore",5,"East Asia & Pacific",11.2196276537328,4.33854329942725,0.849787615515876
"Singapore",6,"East Asia & Pacific",11.1983516970501,4.33840891519206,0.787338552914376
"Singapore",7,"East Asia & Pacific",11.159673228309,4.32328248598626,0.769251373224766
"Singapore",8,"East Asia & Pacific",11.0117200845812,4.30571752167653,0.766746094594138
"Singapore",9,"East Asia & Pacific",10.9817270513963,4.30513678738192,0.756962002390333
"Slovak Republic",1,"Europe & Central Asia",10.3099521609774,4.56781749029793,-0.748110358635232
"Slovak Republic",2,"Europe & Central Asia",10.2747062219157,4.56191253676905,-0.772103811561658
"Slovak Republic",3,"Europe & Central Asia",10.2597624164535,4.63307963915648,-0.802426475725108
"Slovak Republic",4,"Europe & Central Asia",10.2270192778816,4.61989154311005,0.16420001568026
"Slovak Republic",5,"Europe & Central Asia",10.1712219871782,4.6195911446513,-0.125880733694
"Slovak Republic",6,"Europe & Central Asia",10.1226230824528,4.61426673760608,-0.194046020490514
"Slovak Republic",7,"Europe & Central Asia",10.1035671642518,4.58896691740385,-0.216975115293834
"Slovak Republic",8,"Europe & Central Asia",10.0540604110155,4.57029807668854,-0.410588208806935
"Slovak Republic",9,"Europe & Central Asia",10.0388921895423,4.56952113207775,-0.484281068543878
"Slovenia",1,"Europe & Central Asia",10.3675359847432,4.51537975226091,0.596795959059706
"Slovenia",2,"Europe & Central Asia",10.3277744148849,4.50914408028918,0.485901584398508
"Slovenia",3,"Europe & Central Asia",10.3261374853984,4.62425378071867,0.353343400505681
"Slovenia",4,"Europe & Central Asia",10.2887499533268,4.59071725024144,0.956752981694044
"Slovenia",5,"Europe & Central Asia",10.2729800001855,4.58664353294148,0.947188443201999
"Slovenia",6,"Europe & Central Asia",10.2559034395545,4.58630515860162,0.885245785867818
"Slovenia",7,"Europe & Central Asia",10.2544964748482,4.56207463314421,0.869035588956544
"Slovenia",8,"Europe & Central Asia",10.2182982923762,4.5479718871787,0.793779536064479
"Slovenia",9,"Europe & Central Asia",10.2072890068678,4.52829995372998,0.721554835048187
"South Africa",1,"Sub-Saharan Africa ",9.46032057724395,4.59704475079102,-0.307340710114965
"South Africa",2,"Sub-Saharan Africa ",9.45954145760968,4.59267766738247,-0.308565283368205
"South Africa",3,"Sub-Saharan Africa ",9.44856956070843,4.62880947384375,-0.32458121586805
"South Africa",4,"Sub-Saharan Africa ",9.42867236629317,4.62242245930378,-0.107741124838373
"South Africa",5,"Sub-Saharan Africa ",9.40096073158483,4.62124542521586,-0.118997522847486
"South Africa",6,"Sub-Saharan Africa ",9.37670190919141,4.61958519965158,-0.124815203491962
"South Africa",7,"Sub-Saharan Africa ",9.34136863438259,4.61597594313667,-0.147618726227964
"South Africa",8,"Sub-Saharan Africa ",9.3200912359353,4.60371208650901,-0.180503210987171
"South Africa",9,"Sub-Saharan Africa ",9.3101857069459,4.60110679412872,-0.305846043079452
"Spain",1,"Europe & Central Asia",10.4556470397951,4.57207392174326,0.211394804279662
"Spain",2,"Europe & Central Asia",10.4222813459513,4.65514966556101,0.20926366988017
"Spain",3,"Europe & Central Asia",10.3911468982703,4.61813558413845,0.19853113550799
"Spain",4,"Europe & Central Asia",10.3868391993014,4.61660813863171,0.3006822033788
"Spain",5,"Europe & Central Asia",10.3669070539048,4.60762594944626,0.300223103946092
"Spain",6,"Europe & Central Asia",10.3659629153611,4.59037305673767,0.281895361690047
"Spain",7,"Europe & Central Asia",10.3580602347513,4.58221137363651,0.272025139875733
"Spain",8,"Europe & Central Asia",10.3580602347513,4.58057503256317,0.25281885162396
"Spain",9,"Europe & Central Asia",10.4995730202529,4.57453368539881,0.233711513176251
"Sri Lanka",1,"South Asia",9.34836166987356,4.66807370602006,-2.29431934857701
"Sri Lanka",4,"South Asia",9.20833836930551,4.71724020728215,-1.69505026851002
"Sri Lanka",5,"South Asia",9.11602969250494,4.68782789352993,-1.70276006966547
"Sri Lanka",6,"South Asia",9.02038978801774,4.6828101574575,-1.74801056229804
"Sri Lanka",7,"South Asia",8.93590352627442,4.67873717118611,-1.94037549355684
"Sri Lanka",8,"South Asia",8.88737648537976,4.67778714730258,-1.98821240528922
"Sri Lanka",9,"South Asia",9.39015879855202,4.67524877293241,-2.16752986200118
"St. Lucia",2,"Latin America & Caribbean ",9.38848655735966,4.80538454888304,-0.266729779477133
"St. Lucia",3,"Latin America & Caribbean ",9.38176948760371,4.76156469037202,-1.00950311359633
"Sudan",1,"Sub-Saharan Africa ",8.33086361322474,4.55906321520668,-1.07933921332452
"Sudan",2,"Sub-Saharan Africa ",8.28903709827848,4.66610174814615,-1.20918637137882
"Sudan",3,"Sub-Saharan Africa ",8.24800570160062,4.66388620640335,-1.21786890951805
"Sudan",6,"Sub-Saharan Africa ",8.00302866638473,4.6321660165405,-0.634746205685469
"Sudan",7,"Sub-Saharan Africa ",7.99631723179675,4.6317948384016,-0.749146266680047
"Sudan",8,"Sub-Saharan Africa ",7.90100705199242,4.5847266961175,-0.805509932530797
"Sudan",9,"Sub-Saharan Africa ",8.36404201192206,4.57973558129662,-0.928641691933186
"Sweden",1,"Europe & Central Asia",10.7913788098886,4.54044963146269,1.1774696787456
"Sweden",2,"Europe & Central Asia",10.7697473508047,4.56105481572266,1.16817255471188
"Sweden",3,"Europe & Central Asia",10.7519276175021,4.55904566818447,1.14528911019014
"Sweden",4,"Europe & Central Asia",10.7311656260537,4.55698507691358,1.25069511767908
"Sweden",5,"Europe & Central Asia",10.7068335253941,4.55557195195997,1.23782045454896
"Sweden",6,"Europe & Central Asia",10.6777537843809,4.55533202127616,1.1957299249475
"Sweden",7,"Europe & Central Asia",10.663592201221,4.55460022843931,1.18955537080993
"Sweden",8,"Europe & Central Asia",10.6132459989013,4.54894329160935,1.18260104658824
"Sweden",9,"Europe & Central Asia",10.8133577166074,4.54583088297551,1.1797928103242
"Switzerland",4,"Europe & Central Asia",10.9876627934065,4.49552431447435,1.08733224079966
"Switzerland",5,"Europe & Central Asia",10.9478196342912,4.49375881937806,1.00441881844481
"Switzerland",6,"Europe & Central Asia",10.9373835264845,4.49223481459206,0.985421193895095
"Switzerland",7,"Europe & Central Asia",10.8710415783478,4.48613423875889,0.897943445056096
"Switzerland",8,"Europe & Central Asia",10.7987589171862,4.48290757515071,0.84402536876554
"Tajikistan",1,"Europe & Central Asia",8.11969625295725,4.84260673537645,-2.13961626471591
"Tajikistan",2,"Europe & Central Asia",8.10772006191053,5.04347229599174,-2.16560963796697
"Tajikistan",3,"Europe & Central Asia",8.10772006191053,5.00609635046798,-2.16875374536053
"Tajikistan",4,"Europe & Central Asia",8.01301211036892,5.00498002983754,-2.21732524904322
"Tajikistan",5,"Europe & Central Asia",7.94449216393216,4.99766768093208,-2.41754711146373
"Tajikistan",6,"Europe & Central Asia",7.84384863815247,4.99413267620245,-2.45608598397981
"Tajikistan",7,"Europe & Central Asia",7.56527528189893,4.93679377610532,-2.66169156212419
"Tajikistan",8,"Europe & Central Asia",7.54433210805369,4.92192070857194,-2.69148811280323
"Tajikistan",9,"Europe & Central Asia",8.1605182474775,4.89760497754382,-2.10800563880459
"Tanzania",1,"Sub-Saharan Africa ",7.86710550031674,4.63598026051811,-0.966111426858111
"Tanzania",2,"Sub-Saharan Africa ",7.82404601085629,4.74738406883117,-1.0800751676697
"Tanzania",9,"Sub-Saharan Africa ",7.91571319938212,4.63621230442491,-0.636974808254761
"Thailand",1,"East Asia & Pacific",9.64082324305964,4.44579819082096,-1.59336773225661
"Thailand",2,"East Asia & Pacific",9.60440743513198,4.5945971434574,-1.60584437692397
"Thailand",3,"East Asia & Pacific",9.56941244051464,4.58461625684771,-0.466489809945939
"Thailand",4,"East Asia & Pacific",9.5496656775798,4.5809202800771,-0.72432829804352
"Thailand",5,"East Asia & Pacific",9.48872939751637,4.57648830463914,-0.81608347145713
"Thailand",6,"East Asia & Pacific",9.44620269569817,4.54624976833755,-1.01699543599579
"Thailand",7,"East Asia & Pacific",9.38092667255172,4.53483826386549,-1.449191563292
"Thailand",8,"East Asia & Pacific",9.37330920025432,4.50415779163455,-1.45787629562556
"Thailand",9,"East Asia & Pacific",9.68470945873156,4.48200312382666,-1.51863788810766
"Togo",3,"Sub-Saharan Africa ",7.01211529430638,4.78689805260726,-1.30482497932234
"Togo",4,"Sub-Saharan Africa ",6.99393297522319,4.78428741783096,-1.37148456946641
"Togo",5,"Sub-Saharan Africa ",6.95654544315157,4.77425014501797,-1.49566289817526
"Trinidad and Tobago",1,"Latin America & Caribbean ",10.3662777272636,4.26503450483972,-2.8683950250928
"Trinidad and Tobago",2,"Latin America & Caribbean ",10.315597203363,4.54421338834707,-3.04072963948473
"Trinidad and Tobago",3,"Latin America & Caribbean ",10.3152660227009,4.45801982287967,-3.12470265485095
"Trinidad and Tobago",4,"Latin America & Caribbean ",10.286707051697,4.35999930157047,-3.21264527511756
"Trinidad and Tobago",5,"Latin America & Caribbean ",10.2798670797492,4.35948013721773,-3.48121508964819
"Trinidad and Tobago",6,"Latin America & Caribbean ",10.235306120476,4.3363529821176,-2.45224586754845
"Trinidad and Tobago",7,"Latin America & Caribbean ",10.2266574179175,4.3000149784584,-2.62693114981742
"Trinidad and Tobago",8,"Latin America & Caribbean ",10.2131757052505,4.28758365492641,-2.82683373709218
"Trinidad and Tobago",9,"Latin America & Caribbean ",10.3791004205464,4.275282524807,-2.83770340932908
"Tunisia",1,"Middle East & North Africa",9.31379908034441,4.63411964455744,-0.399507887634038
"Tunisia",2,"Middle East & North Africa",9.2983512492989,4.70942091413228,-0.407201614963846
"Tunisia",3,"Middle East & North Africa",9.25531373761891,4.70832500638958,-0.42368508845099
"Tunisia",4,"Middle East & North Africa",9.22522898446993,4.70817680143335,-0.447225042356396
"Tunisia",5,"Middle East & North Africa",9.18502256399189,4.69607779556536,-0.459372342177075
"Tunisia",6,"Middle East & North Africa",9.17367638760459,4.69536404585665,-0.344421750444411
"Tunisia",7,"Middle East & North Africa",9.14846496825809,4.67717036807052,-0.347517006153967
"Tunisia",8,"Middle East & North Africa",9.11052003669397,4.65543003058079,-0.370686940772289
"Tunisia",9,"Middle East & North Africa",9.31919477688827,4.6351007362489,-0.382652310043008
"Turkey",1,"Europe & Central Asia",10.1092814655152,4.61299081700547,-0.164131994493753
"Turkey",2,"Europe & Central Asia",10.0782808429093,4.68340934724705,-0.17136974738986
"Turkey",3,"Europe & Central Asia",10.0037852738515,4.66160547286718,-0.321831930815085
"Turkey",4,"Europe & Central Asia",9.92720407915344,4.65397560035009,-0.324954817460895
"Turkey",5,"Europe & Central Asia",9.87765679250161,4.65310835012207,-0.543934386333744
"Turkey",6,"Europe & Central Asia",9.75846178048587,4.64682838585776,0.00559432255630979
"Turkey",7,"Europe & Central Asia",9.67344525953076,4.64328870225162,-0.0585405450139355
"Turkey",8,"Europe & Central Asia",9.63560810738053,4.63361653552576,-0.0835120522290158
"Turkey",9,"Europe & Central Asia",10.1258307836796,4.63091595172911,-0.153139524550439
"Uganda",1,"Sub-Saharan Africa ",7.46164039220858,4.67933086083613,-1.11999937054976
"Uganda",2,"Sub-Saharan Africa ",7.43248380791712,4.74407343231015,-1.20234080343081
"Uganda",3,"Sub-Saharan Africa ",7.39633529380081,4.72654719214432,-1.34738138762129
"Uganda",4,"Sub-Saharan Africa ",7.37775890822787,4.72036134402621,-1.35860137610314
"Uganda",5,"Sub-Saharan Africa ",7.36518012602101,4.71363193758815,-1.53953878505443
"Uganda",6,"Sub-Saharan Africa ",7.28619171470238,4.70750845160995,-0.744335217329379
"Uganda",7,"Sub-Saharan Africa ",7.25134498337221,4.7032082442413,-0.946827261935806
"Uganda",8,"Sub-Saharan Africa ",7.2152399787301,4.70101279449142,-0.997121249788704
"Uganda",9,"Sub-Saharan Africa ",7.4899708988348,4.70026229380737,-1.0385431152022
"Ukraine",1,"Europe & Central Asia",9.04546572878595,4.62177872873179,-0.275411004250686
"Ukraine",2,"Europe & Central Asia",9.02761873516089,4.79543364952084,-0.282124212674436
"Ukraine",3,"Europe & Central Asia",9.02641753381525,4.69351274908157,-0.304082493819562
"Ukraine",4,"Europe & Central Asia",9.01066917684711,4.68201843636485,-0.432199303310801
"Ukraine",5,"Europe & Central Asia",8.99838401005254,4.66916908666806,-0.482205773528805
"Ukraine",6,"Europe & Central Asia",8.96826881077645,4.66561831043557,-0.154597446279195
"Ukraine",7,"Europe & Central Asia",8.92930284224307,4.64471080667554,-0.159136421339917
"Ukraine",8,"Europe & Central Asia",8.86644061952617,4.63962821836825,-0.16665689082781
"Ukraine",9,"Europe & Central Asia",9.05602301159183,4.62385753231144,-0.182781662626411
"United Arab Emirates",6,"Middle East & North Africa",10.9982591418183,4.52082395765271,-0.144343923636875
"United Arab Emirates",7,"Middle East & North Africa",10.9754135759417,4.50841439463979,-0.365513892605937
"United Arab Emirates",8,"Middle East & North Africa",10.9402244374862,4.49895038516661,-0.715004316915254
"United Kingdom",1,"Europe & Central Asia",10.6130000871823,4.62044741583303,0.531539600363095
"United Kingdom",2,"Europe & Central Asia",10.5931285937668,4.63341857438432,0.519567303702746
"United Kingdom",3,"Europe & Central Asia",10.5656599287966,4.6308941930906,0.518639019533546
"United Kingdom",4,"Europe & Central Asia",10.5302278008985,4.62680577821928,0.518263891136989
"United Kingdom",5,"Europe & Central Asia",10.5159668300286,4.62598538498961,0.506510326248317
"United Kingdom",6,"Europe & Central Asia",10.4965381165578,4.62514952574211,0.496931546558033
"United Kingdom",7,"Europe & Central Asia",10.4959853249461,4.62502071471185,0.490896348450289
"United Kingdom",8,"Europe & Central Asia",10.4481347247776,4.6247747052589,0.474680177129637
"United Kingdom",9,"Europe & Central Asia",10.6368165227289,4.62216341665739,0.532414889367133
"United States",1,"North America",10.9664726635611,4.63206113713525,1.02742057292259
"United States",2,"North America",10.9359600386997,4.65312774826127,1.01987567213053
"United States",3,"North America",10.8967393255464,4.64186444740104,1.01896644667741
"United States",4,"North America",10.8752129912984,4.63958524093858,1.01339203393362
"United States",5,"North America",10.8338784087891,4.63885493482501,1.00802726106155
"United States",6,"North America",10.7971235938455,4.63422046106071,1.00574744991214
"United States",7,"North America",10.79220151664,4.63367940910282,0.99252187707141
"United States",8,"North America",10.7632079329219,4.63277248860578,0.964269138085801
"United States",9,"North America",10.9801950058162,4.63222599861504,1.03753798242545
"Uruguay",1,"Latin America & Caribbean ",9.92964251001298,4.59332266414077,-0.886149574962168
"Uruguay",2,"Latin America & Caribbean ",9.9124472939076,4.65207330474928,-0.968057822696038
"Uruguay",3,"Latin America & Caribbean ",9.86734210589978,4.63688099442324,-1.00605133908178
"Uruguay",4,"Latin America & Caribbean ",9.81192035901064,4.63484134723866,-1.05317058147158
"Uruguay",5,"Latin America & Caribbean ",9.75846178048587,4.62499537023425,-1.07531577211767
"Uruguay",6,"Latin America & Caribbean ",9.68719547617102,4.6091894495131,-1.0908822426062
"Uruguay",7,"Latin America & Caribbean ",9.60844512567805,4.60888864699452,-1.11480264806684
"Uruguay",8,"Latin America & Caribbean ",9.56591471047088,4.59709756745364,-1.13731153780739
"Uruguay",9,"Latin America & Caribbean ",9.95655427347282,4.5952516406133,-0.855477892477643
"Uzbekistan",1,"Europe & Central Asia",8.73230457103318,4.57319938674797,-1.54393111023198
"Uzbekistan",2,"Europe & Central Asia",8.68609172787805,4.65538374456557,-1.59430302484983
"Uzbekistan",3,"Europe & Central Asia",8.61974977974133,4.64715167446056,-1.5986958159022
"Uzbekistan",4,"Europe & Central Asia",8.53109609658523,4.64444146845247,-1.62156110223641
"Uzbekistan",5,"Europe & Central Asia",8.4446224985814,4.62329389987982,-1.62765280085501
"Uzbekistan",6,"Europe & Central Asia",8.36170828857584,4.62303544285873,-1.63378183582362
"Uzbekistan",7,"Europe & Central Asia",8.29154650988391,4.60996568568934,-1.63526867246862
"Uzbekistan",8,"Europe & Central Asia",8.25322764558177,4.58686897287334,-1.64304640360793
"Uzbekistan",9,"Europe & Central Asia",8.80086724247048,4.57894035560379,-1.52725902647646
"Vietnam",1,"East Asia & Pacific",8.63230599851674,4.56950873545588,-1.65847060601141
"Vietnam",2,"East Asia & Pacific",8.57168137670031,4.73307159775868,-1.72580320356537
"Vietnam",9,"East Asia & Pacific",8.70615929092886,4.57187184387716,-0.983392535414891
"West Bank and Gaza",3,"Middle East & North Africa",8.53503310954457,5.02487374571598,-0.708870141025182
"West Bank and Gaza",4,"Middle East & North Africa",8.53109609658523,4.96788200361495,-0.924953142452808
"West Bank and Gaza",5,"Middle East & North Africa",8.44891435066294,4.94895965854704,-0.929451962151978
"West Bank and Gaza",6,"Middle East & North Africa",8.38022733634308,4.93885005177016,-1.56863191804185
"West Bank and Gaza",7,"Middle East & North Africa",8.37562962709445,4.93637500182264,-1.81167650306841
"Zambia",2,"Sub-Saharan Africa ",8.22951111896446,4.65954712547251,-4.50623023813319
"Zambia",3,"Sub-Saharan Africa ",8.17470288246946,4.64084218505183,-4.77122477031817
"Zambia",4,"Sub-Saharan Africa ",8.16905314992734,4.63756068404115,-4.91033757278089
"Zambia",5,"Sub-Saharan Africa ",8.07090608878782,4.62906933416864,-5.21397621811429
"Zambia",8,"Sub-Saharan Africa ",7.84384863815247,4.54168765580162,-1.27945094550189
